molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value_nM,assay_chembl_id,doc_chembl_id
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,41.0,CHEMBL674637,CHEMBL1134862
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,300.0,CHEMBL621151,CHEMBL1134862
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,7820.0,CHEMBL615325,CHEMBL1134862
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,170.0,CHEMBL674637,CHEMBL1134862
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,40.0,CHEMBL621151,CHEMBL1134862
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,440.0,CHEMBL615325,CHEMBL1134862
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,IC50,=,9300.0,CHEMBL677833,CHEMBL1145114
CHEMBL306988,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,IC50,=,500000.0,CHEMBL674643,CHEMBL1124610
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,IC50,=,3000000.0,CHEMBL674643,CHEMBL1124610
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,Ki,=,1000000.0,CHEMBL675636,CHEMBL1124610
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],IC50,=,96000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],Ki,=,24000.0,CHEMBL675636,CHEMBL1124610
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,5310.0,CHEMBL674637,CHEMBL1134862
CHEMBL76979,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,IC50,=,264000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76979,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,Ki,=,700000.0,CHEMBL675636,CHEMBL1124610
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,IC50,=,125.0,CHEMBL674643,CHEMBL1124610
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,IC50,=,35000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,Ki,=,11000.0,CHEMBL675636,CHEMBL1124610
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,IC50,=,900000.0,CHEMBL674643,CHEMBL1124610
CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,0.45,CHEMBL674637,CHEMBL1134862
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,IC50,=,10000.0,CHEMBL674643,CHEMBL1124610
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,Ki,=,3500.0,CHEMBL675636,CHEMBL1124610
CHEMBL309625,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,IC50,=,60000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77825,COc1ccc(NN=C(C#N)C#N)cc1,IC50,=,600000.0,CHEMBL674643,CHEMBL1124610
CHEMBL421877,COc1cc(C=C(C#N)C#N)cc(OC)c1O,IC50,=,850000.0,CHEMBL674643,CHEMBL1124610
CHEMBL421877,COc1cc(C=C(C#N)C#N)cc(OC)c1O,Ki,=,300000.0,CHEMBL675636,CHEMBL1124610
CHEMBL77278,Cc1ccc(/C=C(\C#N)C(=O)O)cc1,Ki,=,1350000.0,CHEMBL675636,CHEMBL1124610
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,IC50,=,3000.0,CHEMBL674643,CHEMBL1124610
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,Ki,=,1000.0,CHEMBL675636,CHEMBL1124610
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,IC50,=,8000.0,CHEMBL677833,CHEMBL1145114
CHEMBL309866,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,IC50,=,1300000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77381,N#C/C(=C/c1ccc[nH]1)C(=O)O,IC50,=,1360000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76602,N#C/C(=C\c1ccc(O)cc1)C(=O)O,IC50,=,165000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76602,N#C/C(=C\c1ccc(O)cc1)C(=O)O,Ki,=,308000.0,CHEMBL675636,CHEMBL1124610
CHEMBL77737,N#CC(C#N)=Cc1ccncc1,IC50,=,250000.0,CHEMBL674643,CHEMBL1124610
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,IC50,=,125000.0,CHEMBL674643,CHEMBL1124610
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,Ki,=,49000.0,CHEMBL675636,CHEMBL1124610
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,=,14.0,CHEMBL677833,CHEMBL1145114
CHEMBL76557,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,IC50,=,625000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76557,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,Ki,=,360000.0,CHEMBL675636,CHEMBL1124610
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,IC50,=,1000.0,CHEMBL677833,CHEMBL1145114
CHEMBL133024,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,=,100.0,CHEMBL677833,CHEMBL1145114
CHEMBL344652,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,IC50,=,13350.0,CHEMBL677833,CHEMBL1145114
CHEMBL77814,N#CC(C#N)=CNc1ccc(O)cc1,IC50,=,350000.0,CHEMBL674643,CHEMBL1124610
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,IC50,=,14000.0,CHEMBL674643,CHEMBL1124610
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,IC50,=,238.0,CHEMBL677833,CHEMBL1145114
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,IC50,=,64.0,CHEMBL677833,CHEMBL1145114
CHEMBL308339,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,IC50,=,1400000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,IC50,=,430000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,Ki,=,143000.0,CHEMBL675636,CHEMBL1124610
CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,IC50,=,22.0,CHEMBL674637,CHEMBL1134862
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,IC50,=,13500.0,CHEMBL674643,CHEMBL1124610
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,Ki,=,4500.0,CHEMBL675636,CHEMBL1124610
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,=,4.5,CHEMBL674637,CHEMBL1134862
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,=,100.0,CHEMBL621151,CHEMBL1134862
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,IC50,=,508.0,CHEMBL677833,CHEMBL1145114
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,IC50,=,450000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,Ki,=,150000.0,CHEMBL675636,CHEMBL1124610
CHEMBL432903,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,IC50,=,200.0,CHEMBL674637,CHEMBL1134862
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,IC50,=,210.0,CHEMBL674637,CHEMBL1134862
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,IC50,=,1410.0,CHEMBL674637,CHEMBL1134862
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,IC50,=,5000.0,CHEMBL621151,CHEMBL1134862
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,IC50,=,4320.0,CHEMBL615325,CHEMBL1134862
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,IC50,=,833000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,Ki,=,2500000.0,CHEMBL675636,CHEMBL1124610
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,IC50,=,47000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,Ki,=,140000.0,CHEMBL675636,CHEMBL1124610
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,=,1200000.0,CHEMBL674643,CHEMBL1124610
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,Ki,=,400000.0,CHEMBL675636,CHEMBL1124610
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,6.5,CHEMBL674637,CHEMBL1134862
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,40.0,CHEMBL621151,CHEMBL1134862
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,2050.0,CHEMBL615325,CHEMBL1134862
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,IC50,=,8400.0,CHEMBL677833,CHEMBL1145114
CHEMBL77197,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,IC50,=,1100000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77197,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,Ki,=,341000.0,CHEMBL675636,CHEMBL1124610
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,IC50,=,560000.0,CHEMBL674643,CHEMBL1124610
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,Ki,=,160000.0,CHEMBL675636,CHEMBL1124610
CHEMBL76587,N#CC(C#N)Cc1ccc(O)cc1,IC50,=,6500000.0,CHEMBL674643,CHEMBL1124610
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,IC50,=,13.0,CHEMBL674637,CHEMBL1134862
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,IC50,=,200.0,CHEMBL621151,CHEMBL1134862
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,IC50,=,7500.0,CHEMBL615325,CHEMBL1134862
CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O,IC50,=,800000.0,CHEMBL674643,CHEMBL1124610
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,IC50,=,60000.0,CHEMBL674643,CHEMBL1124610
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,Ki,=,20000.0,CHEMBL675636,CHEMBL1124610
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,IC50,=,37000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,Ki,=,10000.0,CHEMBL675636,CHEMBL1124610
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,IC50,=,833000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,Ki,=,2500000.0,CHEMBL675636,CHEMBL1124610
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,29.0,CHEMBL674637,CHEMBL1134862
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,IC50,=,325000.0,CHEMBL674643,CHEMBL1124610
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,Ki,=,800000.0,CHEMBL675636,CHEMBL1124610
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,IC50,=,6000.0,CHEMBL674643,CHEMBL1124610
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,Ki,=,2200.0,CHEMBL675636,CHEMBL1124610
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,=,200.0,CHEMBL677833,CHEMBL1145114
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,44.0,CHEMBL677833,CHEMBL1145114
CHEMBL77436,CN(C)c1ccc(/C=C(\C#N)C(=O)O)cc1,Ki,=,1400000.0,CHEMBL675636,CHEMBL1124610
CHEMBL311564,COc1ccc(C(O)=C(C#N)C#N)cc1,IC50,=,450000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,IC50,=,75000.0,CHEMBL674643,CHEMBL1124610
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,Ki,=,24000.0,CHEMBL675636,CHEMBL1124610
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,4.7,CHEMBL674637,CHEMBL1134862
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,IC50,=,1.8,CHEMBL674637,CHEMBL1134862
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,IC50,=,100.0,CHEMBL621151,CHEMBL1134862
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,IC50,=,640000.0,CHEMBL674643,CHEMBL1124610
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,Ki,=,240000.0,CHEMBL675636,CHEMBL1124610
CHEMBL310958,N#CC(C#N)=NNc1ccc(O)cc1,IC50,=,225000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,IC50,=,350000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,Ki,=,117000.0,CHEMBL675636,CHEMBL1124610
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,11.0,CHEMBL677833,CHEMBL1145114
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,IC50,=,55000.0,CHEMBL674643,CHEMBL1124610
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,IC50,=,1200.0,CHEMBL674643,CHEMBL1124610
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,IC50,=,450000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,Ki,=,150000.0,CHEMBL675636,CHEMBL1124610
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,2.8,CHEMBL674637,CHEMBL1134862
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,100.0,CHEMBL621151,CHEMBL1134862
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,750.0,CHEMBL615325,CHEMBL1134862
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,IC50,=,18.0,CHEMBL674637,CHEMBL1134862
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,IC50,=,40.0,CHEMBL621151,CHEMBL1134862
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,IC50,=,620.0,CHEMBL615325,CHEMBL1134862
CHEMBL47940,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,IC50,=,3200.0,CHEMBL679674,CHEMBL1132739
CHEMBL57712,N#CC(C#N)=Cc1cc[n+]([O-])cc1,IC50,=,1300000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,IC50,=,200000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,Ki,=,67000.0,CHEMBL675636,CHEMBL1124610
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,1.2,CHEMBL674637,CHEMBL1134862
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,200.0,CHEMBL621151,CHEMBL1134862
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,IC50,=,1290.0,CHEMBL615325,CHEMBL1134862
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,IC50,=,200.0,CHEMBL677833,CHEMBL1145114
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,39.0,CHEMBL677833,CHEMBL1145114
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,IC50,=,482.0,CHEMBL677833,CHEMBL1145114
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,IC50,=,800.0,CHEMBL674643,CHEMBL1124610
CHEMBL76082,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,IC50,=,560000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77595,N#C/C(=C\c1ccccc1)C(=O)O,IC50,=,850000.0,CHEMBL674643,CHEMBL1124610
CHEMBL309334,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,IC50,=,2500.0,CHEMBL674643,CHEMBL1124610
CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1,IC50,=,260000.0,CHEMBL674643,CHEMBL1124610
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,410.0,CHEMBL674637,CHEMBL1134862
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,5.9,CHEMBL674637,CHEMBL1134862
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,IC50,=,2580.0,CHEMBL615325,CHEMBL1134862
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,38.0,CHEMBL677833,CHEMBL1145114
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,IC50,=,335.0,CHEMBL677833,CHEMBL1145114
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,IC50,=,25.0,CHEMBL677833,CHEMBL1145114
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,IC50,=,2400.0,CHEMBL674643,CHEMBL1124610
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,Ki,=,850.0,CHEMBL675636,CHEMBL1124610
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,IC50,=,460000.0,CHEMBL674643,CHEMBL1124610
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,Ki,=,155000.0,CHEMBL675636,CHEMBL1124610
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,=,1.1,CHEMBL674637,CHEMBL1134862
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,=,200.0,CHEMBL621151,CHEMBL1134862
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,IC50,=,1950.0,CHEMBL615325,CHEMBL1134862
CHEMBL308133,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,IC50,=,1500000.0,CHEMBL674643,CHEMBL1124610
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,IC50,=,160000.0,CHEMBL674643,CHEMBL1124610
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,Ki,=,55000.0,CHEMBL675636,CHEMBL1124610
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,IC50,=,180.0,CHEMBL674637,CHEMBL1134862
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,IC50,=,450.0,CHEMBL674637,CHEMBL1134862
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,IC50,=,500.0,CHEMBL621151,CHEMBL1134862
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,IC50,=,24.0,CHEMBL677833,CHEMBL1145114
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,IC50,=,375000.0,CHEMBL674643,CHEMBL1124610
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,Ki,=,123000.0,CHEMBL675636,CHEMBL1124610
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,71.0,CHEMBL677833,CHEMBL1145114
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,IC50,=,25000.0,CHEMBL674643,CHEMBL1124610
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,Ki,=,70000.0,CHEMBL675636,CHEMBL1124610
CHEMBL79064,N#CC(C#N)=C(O)c1ccc(O)cc1,IC50,=,230000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,IC50,=,500.0,CHEMBL674643,CHEMBL1124610
CHEMBL75718,N#C/C=C/c1ccc(O)cc1,IC50,=,2400000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,IC50,=,153000.0,CHEMBL674643,CHEMBL1124610
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,Ki,=,50000.0,CHEMBL675636,CHEMBL1124610
CHEMBL432941,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,IC50,=,8880.0,CHEMBL679949,CHEMBL1133768
CHEMBL322395,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,IC50,=,3000.0,CHEMBL674698,CHEMBL1134917
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,IC50,=,56500.0,CHEMBL679949,CHEMBL1133768
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,IC50,=,29100.0,CHEMBL679949,CHEMBL1133768
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,=,4.2,CHEMBL673925,CHEMBL1134843
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,=,2282.0,CHEMBL677216,CHEMBL1134843
CHEMBL52829,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,IC50,=,4.0,CHEMBL679947,CHEMBL1130057
CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,IC50,=,380.0,CHEMBL679947,CHEMBL1130057
