molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value_nM,assay_chembl_id,doc_chembl_id
CHEMBL1094475,C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,IC50,=,55200.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1094808,Nc1nc(Nc2ccc(C(F)(F)F)c(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,IC50,=,91700.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1095463,CC(C)c1ccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)cc1,IC50,=,45600.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1095776,CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12,IC50,=,96400.0,CHEMBL1112818,CHEMBL1157126
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,200.0,CHEMBL1112818,CHEMBL1157126
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,=,1200.0,CHEMBL1112818,CHEMBL1157126
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,IC50,=,172100.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1095464,Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1,IC50,=,9100.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,IC50,=,12600.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1094784,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,IC50,=,33100.0,CHEMBL1112818,CHEMBL1157126
CHEMBL1171792,Cc1ccc(Br)c2c(C#N)cc(C(=O)C3CC3)n12,IC50,=,85.0,CHEMBL1174225,CHEMBL1177838
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,=,33.0,CHEMBL1174225,CHEMBL1177838
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,IC50,=,10000.0,CHEMBL1177355,CHEMBL1177660
CHEMBL1173324,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccccc1F,IC50,=,13370.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173191,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc([N+](=O)[O-])cc1,IC50,=,10640.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173192,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(O)cc1,IC50,=,11270.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173193,COc1ccc(C2CC(c3ccc(Br)c(Br)c3)=NN2C(N)=S)cc1,IC50,=,8090.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173262,Cc1ccc(C2CC(c3ccc(Br)c(Br)c3)=NN2C(N)=S)cc1,IC50,=,9830.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172855,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Br)cc1,IC50,=,10060.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1169870,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(Cl)cc1,IC50,=,8150.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172823,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc(F)cc1,IC50,=,8920.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173601,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Br,IC50,=,6430.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173602,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,IC50,=,7280.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173665,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1F,IC50,=,6560.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173666,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc([N+](=O)[O-])cc1,IC50,=,7780.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173667,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,IC50,=,5270.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172915,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1,IC50,=,5740.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172916,Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1,IC50,=,7380.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172917,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,IC50,=,6850.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172980,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,IC50,=,7320.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172573,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(F)cc1,IC50,=,6270.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173688,Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3Br)C2)cc1C,IC50,=,4210.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173794,Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3Cl)C2)cc1C,IC50,=,3870.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1169856,Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3F)C2)cc1C,IC50,=,5190.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173454,Cc1ccc(C2=NN(C(N)=S)C(c3ccc([N+](=O)[O-])cc3)C2)cc1C,IC50,=,3060.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173815,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(O)cc3)C2)cc1C,IC50,=,130.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173814,COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(N)=S)cc1,IC50,=,70.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173813,Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(N)=S)cc1,IC50,=,340.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173457,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Br)cc3)C2)cc1C,IC50,=,2170.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173456,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Cl)cc3)C2)cc1C,IC50,=,1360.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173455,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(F)cc3)C2)cc1C,IC50,=,830.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173251,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccccc1Cl,IC50,=,12260.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173250,NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccccc1Br,IC50,=,10970.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173249,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(F)cc1,IC50,=,18350.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173248,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,IC50,=,16140.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173816,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,IC50,=,18450.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1171822,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(C)cc1,IC50,=,19320.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173680,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(C)=O)cc1,IC50,=,17190.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172418,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,IC50,=,24150.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172419,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1,IC50,=,28690.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172602,COc1cc(OC)cc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(C)=O)c1,IC50,=,25470.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172603,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(F)cc1,IC50,=,15560.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173022,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Cl)cc1,IC50,=,19730.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173023,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Br)cc1,IC50,=,20610.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173319,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(C)cc1,IC50,=,17490.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173397,COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(C)=O)cc1,IC50,=,15240.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1171638,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1Cl,IC50,=,21480.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173398,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1,IC50,=,20040.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1173105,COc1cc(OC)cc(C2CC(c3ccc(C)c(C)c3)=NN2C(C)=O)c1,IC50,=,17310.0,CHEMBL1177399,CHEMBL1177661
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,=,30.0,CHEMBL1177399,CHEMBL1177661
CHEMBL1172802,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(F)cc1,IC50,=,4120.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172803,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(Cl)cc1,IC50,=,3620.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173651,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(Br)cc1,IC50,=,3240.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173652,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1,IC50,=,7830.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173653,Cc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,IC50,=,8110.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173713,COc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,IC50,=,10850.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173714,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(C(C)C)cc1,IC50,=,6820.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173718,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(-c2ccccc2)cc1,IC50,=,620.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173783,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(OCc2ccccc2)cc1,IC50,=,1270.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172877,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1F,IC50,=,26740.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172878,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1Cl,IC50,=,20810.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172947,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1Br,IC50,=,24320.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173789,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1[N+](=O)[O-],IC50,=,25000.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1171273,COc1ccccc1/C=C/C(=O)OCCn1c([N+](=O)[O-])cnc1C,IC50,=,32000.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172950,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc([N+](=O)[O-])c1,IC50,=,14530.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172951,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc(F)c1,IC50,=,12420.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1173014,COc1cccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)c1,IC50,=,13870.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1170278,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc2ccccc12,IC50,=,3880.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1170459,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc2ccccc2c1,IC50,=,5760.0,CHEMBL1177207,CHEMBL1177684
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,=,30.0,CHEMBL1177207,CHEMBL1177684
CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,IC50,=,223.0,CHEMBL1176122,CHEMBL1177739
CHEMBL1172773,C=CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,IC50,=,82.0,CHEMBL1176122,CHEMBL1177739
CHEMBL1172843,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,IC50,=,7.0,CHEMBL1176122,CHEMBL1177739
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,=,20.0,CHEMBL1176122,CHEMBL1177739
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,=,11.0,CHEMBL1176122,CHEMBL1177739
CHEMBL1172843,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,IC50,=,28.0,CHEMBL1176123,CHEMBL1177739
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,=,2815.0,CHEMBL1176123,CHEMBL1177739
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,=,15.0,CHEMBL1176123,CHEMBL1177739
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,=,102.4,CHEMBL1211280,CHEMBL1208672
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,<,1.0,CHEMBL1226208,CHEMBL1221199
CHEMBL1221700,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(C(C)(C)C)cc3)c2c1,IC50,=,689.0,CHEMBL1226208,CHEMBL1221199
CHEMBL1221699,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3)c2c1,IC50,<,1.0,CHEMBL1226208,CHEMBL1221199
CHEMBL1243284,CNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCF,IC50,=,8.12,CHEMBL1246645,CHEMBL1240526
CHEMBL1243255,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,IC50,=,5.35,CHEMBL1246645,CHEMBL1240526
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,=,8.02,CHEMBL1246645,CHEMBL1240526
CHEMBL1243346,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/c1cn(CCF)nn1,IC50,=,4.05,CHEMBL1249168,CHEMBL1240526
CHEMBL1243283,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNCc1cn(CCF)nn1,IC50,=,1.81,CHEMBL1249168,CHEMBL1240526
CHEMBL1243254,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)Cc1ccc(F)cc1,IC50,=,0.57,CHEMBL1249168,CHEMBL1240526
CHEMBL1243255,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,IC50,=,0.25,CHEMBL1249168,CHEMBL1240526
CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF,IC50,=,0.8,CHEMBL1249168,CHEMBL1240526
CHEMBL1243284,CNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCF,IC50,=,0.29,CHEMBL1249168,CHEMBL1240526
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,=,0.24,CHEMBL1249168,CHEMBL1240526
CHEMBL1243316,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,IC50,=,0.03,CHEMBL1249168,CHEMBL1240526
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,=,0.81,CHEMBL1249168,CHEMBL1240526
CHEMBL1243316,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,IC50,=,60.2,CHEMBL1246645,CHEMBL1240526
CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF,IC50,=,23.02,CHEMBL1246645,CHEMBL1240526
CHEMBL1243283,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNCc1cn(CCF)nn1,IC50,=,21.97,CHEMBL1246645,CHEMBL1240526
CHEMBL1243254,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)Cc1ccc(F)cc1,IC50,=,16.52,CHEMBL1246645,CHEMBL1240526
CHEMBL1242285,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,IC50,=,249.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242286,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,IC50,=,4320.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241299,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242287,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,IC50,=,324.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242376,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,IC50,=,236.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242377,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,1400.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242378,C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242468,C[C@@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,26000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242469,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,18000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242470,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,11000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242566,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,IC50,=,2900.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242567,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,IC50,=,2900.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242568,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,IC50,=,318.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242656,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,IC50,=,366.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242657,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,IC50,=,8700.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242658,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,IC50,=,15600.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242748,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,IC50,=,4800.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242749,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,IC50,=,2600.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242750,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,IC50,=,775.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242844,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242845,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241482,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241483,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,IC50,=,3860.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241484,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,=,158.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241579,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,=,4800.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1240544,C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,=,9140.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,IC50,=,170.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,IC50,=,550.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,IC50,=,260.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,IC50,=,610.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1233881,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,IC50,=,2300.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,IC50,=,4400.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,IC50,=,12000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,=,954.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,IC50,=,388.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241241,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,IC50,=,922.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242024,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,IC50,=,954.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241270,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,IC50,=,12400.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1241271,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,IC50,=,19000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242026,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,IC50,=,663.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242109,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,IC50,=,1670.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242110,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,IC50,=,3720.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242111,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,IC50,=,1770.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242198,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,IC50,=,576.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242199,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,IC50,=,751.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242200,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,IC50,=,11000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242380,COc1ccc(-c2nn(C[C@H](C)CO)c3ncnc(N)c23)cc1OC,IC50,=,12000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242381,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,IC50,=,18000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1240553,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,IC50,=,3300.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242471,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,IC50,=,100000.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242472,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,IC50,=,5950.0,CHEMBL1243977,CHEMBL1240340
CHEMBL1242569,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,IC50,=,5080.0,CHEMBL1243977,CHEMBL1240340
